반복,조사지,초장(cm)_분얼전기,유수길이(mm)_분얼전기,SPAD_분얼전기,LAI_분얼전기,초장(cm)_분얼후기,SPAD_분얼후기,LAI_분얼후기,간장(cm)_개화기,수장(cm)_개화기,엽록소함량(µmol/m2)_개화기,군집(LAI)_개화기,경수(20*20cm2)_개화기,1수영화수_개화기,간장(cm)_개화후2주,수장(cm)_개화후2주,엽록소함량(µmol/m2)_개화후2주,군집(LAI)_개화후2주,간장(cm)_개화후4주,수장(cm)_개화후4주,엽록소함량(µmol/m2)_개화후4주,군집(LAI)_개화후4주,NDVI_분얼전,NDVI_분얼전기,NDVI_분얼후기,NDVI_개화기,NDVI_개화후2주,NDVI_개화후4주,NDVI_수확기,NDRE_분얼전,NDRE_분얼전기,NDRE_분얼후기,NDRE_개화기,NDRE_개화후2주,NDRE_개화후4주,NDRE_수확기,GNDVI_분얼전,GNDVI_분얼전기,GNDVI_분얼후기,GNDVI_개화기,GNDVI_개화후2주,GNDVI_개화후4주,GNDVI_수확기,RVI_분얼전,RVI_분얼전기,RVI_분얼후기,RVI_개화기,RVI_개화후2주,RVI_개화후4주,RVI_수확기,CVI_분얼전,CVI_분얼전기,CVI_분얼후기,CVI_개화기,CVI_개화후2주,CVI_개화후4주,CVI_수확기,drone_yield,관개,시비,파종
1,Plot 1,20,1.5,37.6,0.07,34.5,40.6,0.56,37,7.0,46.4,0.75,20,38,53,7,43.9,0.98,46,7,11.3,0.24,0.245835661,0.417374382,0.596960245,0.717547439,0.516465452,0.381446627,0.376604273,0.091105674,0.168713916,0.25377661,0.319397123,0.222086978,0.135558649,0.190098474,0.390779324,0.49560941,0.607974297,0.70358071,0.624365747,0.560489751,0.503557659,1.686052784,2.557755067,4.136383148,6.261068066,3.151644276,2.254653093,2.755476351,0.022685341,0.037814957,0.009587413,0.010354007,0.010016433,0.007440714,0.011308561,73.85637209,0,0,0
2,Plot 1,22,1.2,38.1,0.07,35,41.6,0.6,38,8.0,46.8,0.79,25,41,55,6,46.6,1.1,46,9,12,0.25,0.148204633,0.177955054,0.486963531,0.690083066,0.746587208,0.594533822,0.506691719,0.060530877,0.086592054,0.201215258,0.304969873,0.295112195,0.174931161,0.195646655,0.334054888,0.359477694,0.551627002,0.692095554,0.693935892,0.638726166,0.5727411,1.35067871,1.438161355,3.097073029,5.855329538,7.179480851,4.069428607,4.132883272,0.017849419,0.03910211,0.008343182,0.014347843,0.012182865,0.009721367,0.021555238,56.98418605,0,0,0
3,Plot 1,18,1.5,38.7,0.07,35,42.9,0.61,50,6.0,48.3,0.82,27,45,55,8,47.6,1.1,48,7,12.5,0.31,0.138614357,0.181572971,0.482288072,0.618135795,0.758031094,0.619358416,0.489218611,0.056188844,0.086230704,0.188701424,0.257707831,0.30221576,0.182728573,0.186578386,0.320445133,0.356620907,0.543672675,0.652268672,0.696372881,0.651446264,0.569347131,1.324471776,1.450933771,2.964707578,4.588835153,7.491291448,4.442514658,3.652605996,0.021166164,0.039562578,0.007864614,0.01611818,0.011345377,0.009151594,0.024777427,39.82809302,0,0,0
4,Plot 1,18.5,1,39.2,0.08,39,43.2,0.68,52,5.0,48.5,0.83,29.35,45,58,7,49.3,1.19,49,7.5,12.9,0.35,0.182973609,0.234428184,0.598413304,0.710436535,0.705507432,0.653409609,0.559546707,0.076803234,0.10774295,0.241932975,0.315848859,0.315018007,0.195007773,0.191967965,0.374597456,0.399531639,0.602433643,0.701255011,0.699592658,0.649827233,0.552551437,1.453146085,1.631073177,4.130737785,6.20030037,5.989091792,4.953462055,4.504335826,0.01866216,0.038895347,0.007245924,0.013105828,0.011026841,0.008427193,0.018758769,87.68669767,0,0,0
5,Plot 1,19.5,0.7,39.7,0.08,39,44.9,0.73,52,6.0,48.6,0.83,30,46,58,7,49.6,1.31,50,7,13,0.36,0.13548058,0.239404856,0.653357534,0.784480934,0.718857777,0.67340912,0.567736279,0.051927713,0.100531326,0.285768231,0.382010525,0.33663505,0.207751695,0.213966811,0.313676028,0.390062076,0.633279747,0.747089234,0.716304653,0.666589933,0.571715358,1.316021065,1.647158352,4.925807706,8.504101667,6.262562675,5.46247596,4.688216624,0.029756407,0.044149144,0.007476811,0.010484212,0.010260903,0.008049513,0.016681483,149.1728372,0,0,0
6,Plot 1,20,1.7,39.8,0.08,39,45.5,0.76,53,6.0,48.8,0.91,35,46,59,6,50,1.31,50,8,13.2,0.53,0.162428269,0.252295655,0.610080161,0.802677678,0.798467184,0.62744006,0.442799663,0.066399096,0.111150069,0.252494558,0.381639761,0.380724951,0.190612799,0.192877667,0.341273724,0.402177697,0.606989429,0.753349879,0.755319872,0.64860196,0.550021374,1.393082312,1.712613157,4.345806818,9.605194441,9.243777725,4.638240067,4.415907815,0.022664279,0.038924571,0.007775656,0.010347123,0.009991705,0.00827978,0.016849017,106.4651163,0,0,0
7,Plot 1,23,1.5,40.2,0.1,40,46.4,0.99,53,6.0,50.2,0.96,,46,60,7,52,1.31,51.5,6.5,13.9,0.6,0.136226397,0.205483892,0.453514728,0.701397761,0.79590495,0.698177812,0.530586863,0.0538933,0.092313631,0.194247462,0.328816438,0.38669481,0.233851564,0.209666866,0.316608214,0.374059327,0.528885464,0.702655763,0.752183615,0.689415973,0.564293852,1.317723602,1.529411903,2.966008606,7.211177482,9.002045193,5.79441562,4.781926669,0.0229417,0.040420886,0.010951528,0.012996849,0.011411211,0.00894149,0.012880389,133.7607442,0,0,0
8,Plot 1,20.5,1,41.3,0.11,40,47.8,1.0,53,7.0,51,0.98,,48,60,8,53.1,1.41,52,6,19.4,0.91,0.114670463,0.144322883,0.351704164,0.38352212,0.731747776,0.783209371,0.672940383,0.044218896,0.072473676,0.156108702,0.166374842,0.295987956,0.24482455,0.229211418,0.293092718,0.332091129,0.482166137,0.539328124,0.701217978,0.702484281,0.620888866,1.260319557,1.342181068,2.206402066,2.443476659,6.751559395,8.65435938,7.581545639,0.022025709,0.040597988,0.0087214,0.022759639,0.011805637,0.008506419,0.019309551,108.9797209,0,0,0
9,Plot 1,18.5,1.2,41.7,0.12,40,49.5,1.18,54,7.0,51.4,1.03,,49,61,8,53.8,1.43,53,7,25.4,1.1,0.14145295,0.24467774,0.532434284,0.704092507,0.714392961,0.680117092,0.566676139,0.057813959,0.104632145,0.225646199,0.320206296,0.325750122,0.217749403,0.202023587,0.329368653,0.396847966,0.57294995,0.701632348,0.710080103,0.657759025,0.560290701,1.332290319,1.677305766,3.569111104,6.392059539,6.22648649,5.550341353,4.158823125,0.027357237,0.042558508,0.009571254,0.013122211,0.013900969,0.009480908,0.016944734,52.80669767,0,0,0
10,Plot 1,17,1.5,42.2,0.12,41,50.4,1.19,56,7.0,51.5,1.14,,52,61,10,54.1,1.92,55,7,31.7,1.14,0.152858479,0.238321363,0.488402067,0.625835644,0.679771836,0.614357665,0.493947185,0.059756157,0.101382023,0.21154423,0.264634758,0.301518503,0.189704655,0.206088566,0.334115968,0.391843015,0.556742337,0.658096534,0.693547201,0.635540201,0.552657356,1.365608373,1.642122336,3.069733742,4.710961526,5.374022864,4.254616326,3.851696673,0.032691788,0.046340041,0.009427604,0.013865412,0.012617363,0.008325989,0.017431495,55.97023256,0,0,0
1,Plot 2,19,1.5,38.4,0.08,37,44,0.75,39,7.0,45.8,1.04,32,43,54,6,45.3,1.31,53.5,7.5,8,0.62,0.125600627,0.170132311,0.425076654,0.56640686,0.732442866,0.735765227,0.681579791,0.050239914,0.083491138,0.186864796,0.274978048,0.325479456,0.282475402,0.260134313,0.31154748,0.354327596,0.516601831,0.648642357,0.708566369,0.716401016,0.621570258,1.28935935,1.415749475,2.532565714,3.828540021,6.6340651,6.969813735,7.034587035,0.024805452,0.047324495,0.010561551,0.016717617,0.011986313,0.00982915,0.018221127,123.3098295,0,1,0
2,Plot 2,18.5,1.5,38.8,0.08,38,44.3,0.86,43,7.0,49.2,1.05,27,41,54,8,46.3,1.37,55,6.299999999999997,10,0.63,0.134209179,0.160966969,0.507434807,0.64505641,0.852372897,0.811139825,0.678702308,0.05317902,0.071399527,0.22761772,0.321692625,0.422946809,0.325637738,0.297163129,0.332261979,0.340138892,0.575399256,0.690080695,0.770082561,0.753575408,0.662891217,1.311777059,1.390365718,3.316878293,5.239624044,12.79252439,10.76556312,9.019157084,0.019198565,0.040421344,0.0076756,0.014668927,0.009176702,0.008964167,0.022591683,214.0671628,0,1,0
3,Plot 2,17,1,39.2,0.09,39,44.9,0.88,52,7.0,53,0.93,32,44,55,7,47.4,1.43,55,7,14.9,0.66,0.122682468,0.216904886,0.712178613,0.868080172,0.846784293,0.658021889,0.403847132,0.047111036,0.096570411,0.341353136,0.488317942,0.496751372,0.271956777,0.222923644,0.308826943,0.376714525,0.678665824,0.812146119,0.803095363,0.707929594,0.591065351,1.281167173,1.564313616,6.67673662,14.50011958,12.18449097,4.923273172,2.78459295,0.03007805,0.042932477,0.006971523,0.009048278,0.009331737,0.008061834,0.017359428,306.732186,0,1,0
4,Plot 2,20,1.5,40.1,0.09,39,46.6,0.88,57,8.0,51.2,1.05,31,42,56,7,48.7,1.53,55,7,15.2,0.71,0.156779436,0.158281297,0.400270683,0.596596564,0.876277262,0.844265599,0.675353286,0.068463352,0.082118703,0.172976964,0.275990745,0.409354957,0.31498821,0.26512278,0.36128084,0.357890174,0.515200258,0.662638957,0.774019235,0.749157945,0.640533692,1.37524591,1.377589095,2.373603046,4.134929593,15.53075303,12.42449418,10.00040054,0.01929665,0.041493636,0.009644665,0.017851986,0.013230174,0.009323047,0.020819228,139.707845,0,1,0
5,Plot 2,19.5,1.5,40.3,0.09,39,46.7,1.02,51,8.0,50,1.13,21,47,58,6,48.9,1.54,56,6,18.5,0.73,0.13203658,0.192899055,0.596785188,0.813876731,0.848913055,0.782851953,0.553588169,0.052621253,0.089153643,0.258860431,0.420785867,0.447348387,0.306168047,0.245370233,0.327300917,0.370910227,0.608770408,0.773766767,0.789672188,0.742170494,0.605461433,1.306214505,1.485095046,4.170345094,10.21279521,12.55393751,8.705365456,6.034949658,0.031465911,0.047303197,0.008462562,0.010704346,0.011906041,0.008740439,0.016297696,178.9169612,0,1,0
6,Plot 2,23,1.5,42.1,0.11,39.5,48,1.03,54,7.0,55,0.83,27,46,58,6,49.5,1.63,56,7,27.4,0.73,0.124050337,0.174693478,0.428491972,0.740904858,0.86655559,0.821770866,0.580267503,0.04998609,0.087149363,0.18590775,0.369393466,0.456217795,0.327836291,0.250560956,0.313099971,0.3663042,0.517248763,0.736895798,0.796503575,0.753401498,0.609575461,1.2844597,1.427474905,2.634100968,7.181587725,14.5333003,10.69713917,6.418287222,0.034201378,0.048800635,0.012176238,0.012565847,0.010283412,0.008209517,0.01408573,113.6090233,0,1,0
7,Plot 2,22,1,42.4,0.11,40,50.3,1.11,52,8.0,52.6,0.78,,51,59,7,50,1.67,57,6.5,31.7,0.76,0.158430567,0.284694499,0.725143358,0.874310113,0.838104701,0.637608336,0.459396482,0.062522892,0.121153052,0.345855676,0.481006645,0.471747996,0.245009187,0.223277114,0.343977379,0.423854581,0.687331778,0.813579332,0.798164894,0.69209319,0.580298574,1.379985276,1.829356883,6.758997041,15.02863261,11.54100739,4.610380962,3.096540426,0.029206004,0.043198024,0.007388931,0.008856411,0.010337018,0.009080051,0.015715974,297.5590388,0,1,0
8,Plot 2,21.5,1.5,42.6,0.12,40.5,51.7,1.22,51,8.0,51.5,0.74,,42,60,7,50.8,1.77,57,7,31.9,0.77,0.120151611,0.209397443,0.516322824,0.831159041,0.869787925,0.745525322,0.563453804,0.047724913,0.093033205,0.231849138,0.427250979,0.480423481,0.289494742,0.239304912,0.301707562,0.376227095,0.564846877,0.779618805,0.804857211,0.728269289,0.614834169,1.27447701,1.541346828,3.494962687,11.28625113,14.52362488,7.245667974,4.618822227,0.033129647,0.046323944,0.012376494,0.010651411,0.01007964,0.008663103,0.02037393,27.07296124,0,1,0
9,Plot 2,19.5,1.5,42.9,0.13,41,57.4,1.4,59,8.0,47.6,0.76,,53,60,8,51.1,1.93,58,7,38.7,0.88,0.201810076,0.251154998,0.533289643,0.654584054,0.691942808,0.80150603,0.691462929,0.083600774,0.109887677,0.21772754,0.295117142,0.297380505,0.268681098,0.234039743,0.391118832,0.404257686,0.5735069,0.680369917,0.693672638,0.701814388,0.585516924,1.512710304,1.687655337,3.386822308,4.995821274,5.708532084,9.299100817,8.212664624,0.019684073,0.039358777,0.008455023,0.013169809,0.011475668,0.008260387,0.009447299,100.6204961,0,1,0
10,Plot 2,20.5,1,43,0.13,42,57.6,1.42,57,7.0,50.7,1.33,,45,61,8,52.6,2.1,58,8,38.8,0.91,0.133389139,0.207893904,0.512262682,0.718145495,0.744688699,0.597493287,0.452031524,0.055064143,0.094480203,0.213986339,0.307554537,0.361156187,0.213798653,0.219147222,0.323854048,0.381766711,0.558576924,0.697670784,0.725339281,0.650371485,0.575542467,1.309195702,1.531107423,3.17013973,6.439546535,7.002895518,4.018322482,3.038387875,0.041585461,0.053721863,0.011410301,0.013063404,0.013959883,0.009590047,0.021908586,247.9591008,0,1,0
1,Plot 3,20,0.5,41.2,0.19,37.5,43.4,0.77,53,5.0,51.8,1.13,30,49,63,8,48.1,1.63,59,5,32.2,0.28,0.173067434,0.26849374,0.771852405,0.879321047,0.842320296,0.542143417,0.320449883,0.064007669,0.126326883,0.382139333,0.518847897,0.485203645,0.206069121,0.195052051,0.350368073,0.42629559,0.71747431,0.828958012,0.801370202,0.668511957,0.542900516,1.422700545,1.75577068,8.079480428,15.83601366,11.74421425,3.382646484,2.160677163,0.030063757,0.040728021,0.00728228,0.008160773,0.009274376,0.008502889,0.012158508,295.2939535,1,1,0
2,Plot 3,22.5,1,41.2,0.19,39,43.4,0.8,56,8.0,58.3,1.73,30,46,64,7,48.3,1.67,62,6,34.8,0.29,0.23078815,0.460359749,0.87748152,0.908448632,0.815948886,0.459011455,0.311165656,0.08303288,0.199800537,0.510266989,0.579717323,0.49890963,0.185824106,0.195950113,0.385104637,0.52410873,0.801515286,0.857565993,0.806994762,0.634322944,0.547575246,1.618005651,2.890591975,15.49284553,20.93126465,10.28673495,2.716529204,1.998996948,0.028814634,0.033889856,0.006378609,0.008097816,0.012398498,0.008563441,0.016335572,364.9787597,1,1,0
3,Plot 3,21.5,2,41.7,0.2,39,45.3,0.95,50,8.0,50.9,1.13,33,46,64,8,49.1,1.76,63,6,35.5,0.65,0.152087433,0.205217461,0.659999954,0.852102166,0.841512168,0.620673807,0.392085229,0.05428252,0.096539409,0.305823319,0.482772409,0.478606968,0.2413033,0.205452029,0.343943952,0.3906946,0.652680684,0.805977883,0.800342445,0.692641308,0.564039795,1.361288853,1.526696232,5.28749329,12.91218258,11.79222149,4.297298251,2.48333203,0.021607276,0.041343915,0.008942411,0.009360206,0.012879105,0.007633019,0.01371302,246.8937984,1,1,0
4,Plot 3,21,1.5,42.5,0.25,40,47.5,1.02,55,8.0,52.1,1.22,34,48,65,8,49.5,1.77,63.5,6.5,35.8,0.7,0.189111055,0.324980726,0.830793725,0.906972124,0.862066212,0.600735655,0.339221324,0.074549796,0.145920929,0.440419352,0.560309859,0.530107233,0.236251338,0.217788892,0.369493897,0.45947236,0.759347096,0.849916026,0.828936182,0.69025148,0.585014711,1.471677993,1.996850899,11.26308531,20.59183083,13.84472674,4.051881178,2.521221016,0.023267726,0.036298889,0.00653692,0.008054347,0.0134294,0.007447462,0.012968936,288.3621705,1,1,0
5,Plot 3,21,0.7,42.7,0.25,41,47.7,1.03,55,7.0,48.1,0.98,29,44,65,8,50.6,1.93,64,6,37.4,0.7,0.14166628,0.192974519,0.673368915,0.878889028,0.894825058,0.707862307,0.338896955,0.054762289,0.093453951,0.30958288899999997,0.489394952,0.549316321,0.30054736,0.20070194,0.328674188,0.378545049,0.657222421,0.814992122,0.839760483,0.72993639,0.583179826,1.332701291,1.484992408,5.586222554,16.08455382,18.31373085,5.980051635,2.677949556,0.024110015,0.044395305,0.008973448,0.009714603,0.010689825,0.008379886,0.026652265,176.0672868,1,1,0
6,Plot 3,23,1.8,42.9,0.28,42,49.1,1.12,58,5.0,52.1,1.27,24,42,66,7,50.7,2.37,64,6,38.6,0.72,0.13003883,0.203148272,0.614206241,0.829777026,0.870655364,0.650642435,0.350491282,0.054023734,0.098831152,0.288284621,0.457144755,0.534312608,0.269256262,0.209745261,0.324803273,0.384833583,0.634872004,0.793451804,0.829958215,0.708788101,0.575248122,1.300300404,1.519230947,4.382870458,11.13865257,14.63590102,4.748613986,2.364422592,0.029517076,0.043466886,0.009428361,0.009895593,0.00913245,0.007759321,0.012237511,421.003876,1,1,0
7,Plot 3,20,1.5,43.4,0.29,42,49.5,1.14,58,7.0,52.3,1.01,,44,66,8,50.9,2.39,66,5.5,40.8,0.76,0.17350333,0.298436091,0.771159153,0.883047367,0.885028877,0.634334524,0.365051919,0.066700328,0.131594546,0.388035489,0.51708752,0.561240289,0.259493015,0.219974829,0.36126462,0.440980122,0.72256893,0.829483332,0.844193198,0.706652983,0.587709754,1.423671711,1.867112364,7.936540132,16.17991157,16.45620769,4.523406935,2.577168679,0.026096256,0.041874945,0.00731704,0.008064794,0.008128042,0.008501755,0.014150705,495.6632558,1,1,0
8,Plot 3,21.5,2,43.8,0.31,42.5,50.5,1.15,54,6.0,51.3,1.64,,38,69,6,51.4,2.41,66,6,40.8,0.89,0.130663061,0.202934011,0.688684432,0.835205872,0.850712925,0.59374826,0.336617552,0.050721,0.094404899,0.326967628,0.449859481,0.506149099,0.232770822,0.201551513,0.31908445,0.382346095,0.671633447,0.790205397,0.812407749,0.684919812,0.564281953,1.302812302,1.518051863,5.664889204,11.54560906,12.61230417,3.952143352,2.267224501,0.027236068,0.04563699,0.008448567,0.01021025,0.010870532,0.009607848,0.017259029,318.7804651,1,1,0
9,Plot 3,19,1.5,46.6,0.31,44,52.8,1.54,57,6.0,53.7,1.05,,47,69,7,52.1,2.43,66,7,41.7,0.92,0.14648053,0.231553961,0.648096954,0.823687568,0.850350347,0.633158509,0.30787212,0.059115767,0.110332373,0.31654623,0.449419967,0.518485235,0.263121499,0.204494568,0.337587048,0.398663651,0.654740495,0.789344501,0.810492407,0.68811985,0.574485404,1.346980637,1.622359427,4.904847891,10.75856379,12.58514219,4.471428887,2.239812069,0.033418616,0.045496293,0.009225615,0.009784191,0.011136109,0.009380913,0.017413783,300.3500775,1,1,0
10,Plot 3,21.5,1.5,46.9,0.31,44,53,1.96,65,7.0,51.4,1.38,,38,73,8,54.3,2.46,66,7,44.8,0.93,0.155619629,0.229593829,0.637924975,0.798059267,0.802075805,0.516928047,0.285945596,0.059669233,0.104035195,0.281936098,0.383402276,0.412796475,0.181984226,0.181727166,0.338596212,0.39462498,0.638112583,0.75151619,0.761577587,0.648304304,0.532419341,1.372664437,1.612787958,5.023950678,9.690516214,9.291723042,3.191227896,2.001237575,0.029768502,0.046046912,0.009067654,0.010841085,0.013634597,0.010732719,0.018346324,145.8528682,1,1,0
1,Plot 4,20.5,1.5,35.7,0.07,38,44.3,1.09,62,8.0,50.5,1.73,23,44,64,7,48.5,2.23,56.5,6,17.4,0.33,0.143441683,0.221988449,0.750845133,0.882827364,0.846657292,0.474682045,0.271589667,0.056606811,0.109097799,0.351266683,0.494539386,0.454668781,0.160773964,0.162308437,0.3304906,0.394992608,0.692097175,0.817159917,0.78565402,0.641088761,0.488778929,1.337072941,1.587706736,7.392151842,16.22224024,12.12090585,2.824781926,1.86011449,0.031762501,0.042547763,0.008601005,0.008823242,0.010704058,0.011472269,0.014210549,276.9451163,1,0,0
2,Plot 4,22,1.5,36.2,0.07,39,44.3,1.1,65,6.0,53.6,1.86,25,40,64,8,48.6,2.27,57,6,20.3,0.34,0.16501863,0.2666277,0.806827763,0.910095817,0.890270486,0.624149298,0.31623441,0.063375416,0.121014063,0.405756033,0.537725218,0.531387904,0.236048489,0.18482682,0.347328196,0.419424065,0.735689079,0.839883959,0.827086341,0.694384006,0.546379286,1.399634807,1.7656609,10.08168115,21.38101225,17.30349859,4.354037511,2.139235978,0.02596453,0.042120148,0.006976588,0.008273902,0.009846031,0.009402491,0.015585969,297.0065116,1,0,0
3,Plot 4,24,2.3,36.4,0.08,40,44.5,1.15,64,7.0,52.2,1.6,32,46,65,7,48.6,2.31,59,5,22,0.35,0.211512742,0.354819512,0.813829995,0.901350251,0.877729556,0.604227964,0.304164703,0.082539823,0.15837224,0.4288351,0.545868386,0.538556006,0.242215002,0.186778154,0.392955816,0.469393114,0.749773159,0.840806123,0.830474676,0.693296157,0.549297402,1.549712858,2.221957205,11.21881246,19.42022677,15.42887473,4.097599865,2.037035431,0.019648644,0.035929217,0.008368536,0.007800066,0.00949863,0.008747689,0.013968842,446.3252713,1,0,0
4,Plot 4,23.5,1.5,36.5,0.08,40,44.5,1.18,61,7.0,56.1,1.13,31,44,66,8,50.3,2.31,59.5,6,22.7,0.35,0.270263238,0.319707403,0.828640606,0.898502805,0.843938074,0.57471202,0.306592767,0.100915015,0.141663733,0.422009624,0.540005189,0.489066979,0.214654359,0.203430138,0.439005513,0.451420131,0.752156081,0.84205252,0.8082242,0.683873734,0.564087236,1.753599348,1.978806646,10.97644005,18.82872049,11.94577318,3.714725267,2.123204045,0.014282807,0.036075403,0.006543958,0.007363309,0.010745752,0.007894392,0.013008532,356.2936434,1,0,0
5,Plot 4,18.5,1.5,37.5,0.09,41,44.7,1.23,63,7.0,50.3,1.08,39,46,67,8,50.5,2.33,60,6,25.3,0.35,0.13559089,0.16651881,0.620310675,0.819536838,0.860226781,0.700324888,0.367720978,0.053632852,0.081137751,0.288647112,0.445826853,0.503789616,0.294470824,0.195011534,0.344691791,0.360338617,0.640862138,0.783837835,0.815096419,0.724563149,0.562000195,1.317053294,1.404069615,4.523309623,10.73977774,13.53206088,5.825654876,2.701706898,0.021189767,0.045297599,0.008321353,0.011333807,0.009475856,0.007666153,0.019431549,203.672093,1,0,0
6,Plot 4,19.5,1,37.8,0.1,41,44.8,1.27,54,7.0,52.6,1.72,40,45,69,8,50.9,2.33,60.5,6.5,25.6,0.35,0.174243243,0.305497944,0.831852985,0.900999694,0.89126924,0.641097411,0.309539039,0.066341076,0.14105182,0.440154127,0.540057642,0.560919377,0.269624428,0.195123319,0.357391623,0.445267038,0.759170095,0.840209974,0.845402131,0.71164691,0.562268512,1.428384338,1.931504185,11.57709924,19.36568966,17.43419511,4.588752739,2.032637713,0.025863808,0.041730262,0.006791304,0.007781561,0.007951677,0.008069181,0.01323397,334.6012403,1,0,0
7,Plot 4,22,1,38.7,0.25,41,45.3,1.27,60,7.0,51.4,1.88,,48,69,8,51,2.43,61,6.5,30.4,0.35,0.235455142,0.267274142,0.800794168,0.892354786,0.887936104,0.61370605,0.299293408,0.092855351,0.123628343,0.388708054,0.50548746,0.525975493,0.237544022,0.186105094,0.421390249,0.431620991,0.728028484,0.82603459,0.828902412,0.698171976,0.560699731,1.624889354,1.761775565,9.842830404,18.28709135,17.17684718,4.190053333,2.001819862,0.017107875,0.03869572,0.006456701,0.008589525,0.009364622,0.009744008,0.023412927,257.2099225,1,0,0
8,Plot 4,21,2,46.1,0.31,42,46.4,1.28,57,6.0,53.4,1.22,,40,70,8,53.5,2.47,62,6,32.3,0.35,0.188740176,0.25010605,0.770057379,0.890723042,0.869401064,0.539722688,0.390531389,0.075602405,0.114920604,0.376708425,0.508353837,0.508741117,0.200971003,0.212138838,0.373714405,0.413542691,0.716546,0.826591838,0.817190568,0.667462476,0.563704304,1.469251164,1.693617581,8.018808911,17.37840037,14.57381436,3.369442803,2.193825018,0.022512017,0.04548849,0.007469413,0.008384593,0.009125053,0.009583634,0.011299307,300.6355039,1,0,0
9,Plot 4,20,2,46.6,0.31,43,47.7,1.29,50,7.0,51.3,1.28,,40,71,8,54.2,2.53,62.5,6,32.9,0.35,0.166466826,0.250572975,0.763624817,0.877994508,0.804017041,0.433512036,0.355411421,0.06516511,0.115671639,0.364246736,0.470035238,0.403778172,0.149422996,0.193383628,0.353101567,0.413252454,0.707205484,0.808656201,0.756417012,0.621606313,0.545086778,1.404496518,1.700486068,8.334530676,15.85191578,9.496316116,2.543456845,2.136519185,0.028249628,0.039770222,0.007548818,0.009753549,0.014720463,0.01301246,0.01701967,174.1100775,1,0,0
